Date,"Physical Flow,kWh/day"
15.07.2022,0.00
16.07.2022,0.00
17.07.2022,0.00
18.07.2022,0.00
19.07.2022,50830.00
20.07.2022,0.00
21.07.2022,695088142.00
22.07.2022,702731730.00
23.07.2022,697098456.00
24.07.2022,700422422.00
25.07.2022,702756618.00
26.07.2022,669117009.00
27.07.2022,372871567.00
28.07.2022,346154689.00
29.07.2022,346077780.00
30.07.2022,346102692.00
31.07.2022,317422697.00
01.08.2022,334310616.00
02.08.2022,346184038.00
03.08.2022,346109028.00
04.08.2022,346091031.00
05.08.2022,346167869.00
06.08.2022,346705214.00
07.08.2022,346243746.00
08.08.2022,346222239.00
09.08.2022,346207831.00
10.08.2022,346029371.00
11.08.2022,347965721.00
12.08.2022,347965990.00
13.08.2022,351024000.00
14.08.2022,349059374.00
15.08.2022,350293692.00
16.08.2022,349800473.00
17.08.2022,347003343.00
18.08.2022,346501891.00
19.08.2022,346713321.00
20.08.2022,346769265.00
21.08.2022,346778952.00
22.08.2022,346666630.00
23.08.2022,347121593.00
24.08.2022,347425506.00
25.08.2022,347417362.00
26.08.2022,347094413.00
27.08.2022,347064094.00
28.08.2022,346832162.00
29.08.2022,347942643.00
30.08.2022,290846762.00
31.08.2022,235094.00
01.09.2022,0.00
02.09.2022,0.00
03.09.2022,184.00
04.09.2022,0.00
05.09.2022,0.00
06.09.2022,0.00
07.09.2022,0.00
08.09.2022,0.00
09.09.2022,0.00
10.09.2022,0.00
11.09.2022,0.00
12.09.2022,0.00
13.09.2022,0.00
14.09.2022,0.00
15.09.2022,0.00
16.09.2022,0.00
17.09.2022,0.00
18.09.2022,0.00
19.09.2022,0.00
20.09.2022,0.00
21.09.2022,0.00
22.09.2022,0.00
23.09.2022,0.00
24.09.2022,0.00
25.09.2022,0.00
26.09.2022,0.00
27.09.2022,0.00
28.09.2022,0.00
29.09.2022,0.00
30.09.2022,0.00
01.10.2022,0.00
02.10.2022,0.00
03.10.2022,0.00
04.10.2022,0.00
05.10.2022,0.00
06.10.2022,0.00
07.10.2022,0.00
08.10.2022,0.00
09.10.2022,0.00
10.10.2022,0.00
11.10.2022,0.00
12.10.2022,0.00
13.10.2022,0.00
14.10.2022,0.00
15.10.2022,0.00
16.10.2022,0.00
17.10.2022,0.00
18.10.2022,0.00
19.10.2022,221.00
20.10.2022,0.00
21.10.2022,0.00
22.10.2022,0.00
23.10.2022,0.00
24.10.2022,0.00
25.10.2022,0.00
26.10.2022,0.00
27.10.2022,0.00
28.10.2022,0.00
29.10.2022,0.00
30.10.2022,0.00
31.10.2022,0.00
01.11.2022,0.00
02.11.2022,0.00
03.11.2022,0.00
04.11.2022,0.00
05.11.2022,0.00
06.11.2022,0.00
07.11.2022,0.00
08.11.2022,0.00
09.11.2022,0.00
10.11.2022,0.00
11.11.2022,0.00
12.11.2022,0.00
13.11.2022,0.00
14.11.2022,0.00
15.11.2022,0.00
16.11.2022,0.00
17.11.2022,0.00
18.11.2022,0.00
19.11.2022,0.00
20.11.2022,0.00
21.11.2022,0.00
22.11.2022,0.00
23.11.2022,0.00
24.11.2022,0.00
25.11.2022,0.00
26.11.2022,0.00
27.11.2022,0.00
28.11.2022,0.00
29.11.2022,0.00
30.11.2022,0.00
01.12.2022,0.00
02.12.2022,0.00
03.12.2022,0.00
04.12.2022,0.00
05.12.2022,0.00
06.12.2022,0.00
07.12.2022,0.00
08.12.2022,0.00
09.12.2022,0.00
10.12.2022,0.00
11.12.2022,0.00
12.12.2022,0.00
13.12.2022,0.00
14.12.2022,0.00
15.12.2022,65.00
16.12.2022,0.00
17.12.2022,0.00
18.12.2022,0.00
19.12.2022,0.00
20.12.2022,0.00
21.12.2022,0.00
22.12.2022,0.00
23.12.2022,0.00
24.12.2022,0.00
25.12.2022,0.00
26.12.2022,0.00
27.12.2022,0.00
28.12.2022,0.00
29.12.2022,0.00
30.12.2022,0.00
31.12.2022,0.00
01.01.2023,0.00
02.01.2023,0.00
03.01.2023,0.00
04.01.2023,0.00
05.01.2023,0.00
06.01.2023,0.00
07.01.2023,0.00
08.01.2023,0.00
09.01.2023,0.00
10.01.2023,0.00
11.01.2023,0.00
12.01.2023,0.00
13.01.2023,0.00
14.01.2023,0.00
15.01.2023,0.00
16.01.2023,0.00
17.01.2023,0.00
18.01.2023,0.00
19.01.2023,0.00
20.01.2023,0.00
21.01.2023,0.00
22.01.2023,0.00
23.01.2023,0.00
24.01.2023,0.00
25.01.2023,0.00
26.01.2023,0.00
27.01.2023,0.00
28.01.2023,0.00
29.01.2023,0.00
30.01.2023,0.00
31.01.2023,0.00
01.02.2023,0.00
02.02.2023,0.00
03.02.2023,0.00
04.02.2023,0.00
05.02.2023,0.00
06.02.2023,0.00
07.02.2023,0.00
08.02.2023,0.00
09.02.2023,0.00
10.02.2023,0.00
11.02.2023,0.00
12.02.2023,0.00
13.02.2023,0.00
14.02.2023,0.00
15.02.2023,0.00
16.02.2023,0.00
17.02.2023,0.00
18.02.2023,0.00
19.02.2023,0.00
20.02.2023,0.00
